0.	0	0
1.	1	0
2.	0	0
3.	0	0
4.	0	0
5.	1	0
6.	0	0
7.	0	0
8.	0	0
9.	0	0
10.	3	2
11.	0	0
12.	0	0
13.	0	0
14.	0	0
15.	0	0
16.	0	0
17.	3	2
18.	0	0
19.	0	0
20.	0	0
21.	0	0
22.	1	0
23.	0	0
24.	1	0
25.	0	0
26.	0	0
27.	0	0
28.	0	0
29.	2	1
30.	0	0
31.	0	0
32.	1	0
33.	0	0
34.	0	0
35.	0	0
36.	1	0
37.	0	0
38.	0	0
39.	1	0
40.	0	0
41.	1	0
42.	0	0
43.	0	0
44.	2	1
45.	0	0
46.	0	0
47.	0	0
48.	3	2
49.	0	0
50.	0	0
51.	1	0
52.	0	0
53.	0	0
54.	0	0
55.	2	1
56.	0	0
57.	0	0
58.	0	0
59.	0	0
60.	3	2
61.	0	0
62.	0	0
63.	2	1
64.	0	0
65.	0	0
66.	0	0
67.	4	3
68.	0	0
69.	0	0
70.	0	0
71.	0	0
72.	1	0
73.	0	0
74.	0	0
75.	4	3
76.	0	0
77.	0	0
78.	0	0
79.	2	1
80.	0	0
81.	0	0
82.	1	0
83.	0	0
84.	2	1
85.	0	0
86.	0	0
87.	0	0
88.	0	0
89.	0	0
90.	0	0
91.	3	2
92.	0	0
93.	0	0
94.	3	2
95.	0	0
96.	0	0
97.	0	0
98.	1	0
99.	0	0
100.	0	0
101.	3	2
102.	0	0
103.	1	0
104.	1	0
105.	0	0
106.	0	0
107.	0	0
108.	0	0
109.	0	0
110.	0	0
111.	0	0
112.	0	0
113.	2	1
114.	0	0
115.	1	0
116.	0	0
117.	2	1
118.	0	0
119.	1	0
120.	1	0
121.	0	0
122.	1	0
123.	0	0
124.	0	0
125.	3	2
126.	0	0
127.	1	0
128.	0	0
129.	5	4
130.	0	0
131.	0	0
132.	0	0
133.	0	0
134.	1	0
135.	0	0
136.	0	0
137.	3	2
138.	0	0
139.	3	2
140.	0	0
141.	3	2
142.	0	0
143.	0	0
144.	0	0
145.	0	0
146.	0	0
147.	0	0
148.	1	0
149.	0	0
150.	0	0
151.	0	0
152.	0	0
153.	0	0
154.	0	0
155.	0	0
156.	0	0
157.	0	0
158.	0	0
159.	0	0
160.	2	1
161.	0	0
162.	0	0
163.	0	0
164.	0	0
165.	1	0
166.	0	0
167.	0	0
168.	2	1
169.	0	0
170.	2	1
171.	0	0
172.	2	1
173.	0	0
174.	0	0
175.	3	2
176.	0	0
177.	0	0
178.	0	0
179.	1	0
180.	0	0
181.	0	0
182.	1	0
183.	0	0
184.	1	0
185.	0	0
186.	0	0
187.	4	3
188.	0	0
189.	0	0
190.	1	0
191.	4	3
192.	0	0
193.	0	0
194.	2	1
195.	0	0
196.	1	0
197.	0	0
198.	0	0
199.	3	2
200.	0	0
201.	1	0
202.	0	0
203.	1	0
204.	0	0
205.	0	0
206.	2	1
207.	0	0
208.	0	0
209.	0	0
210.	1	0
211.	0	0
212.	0	0
213.	1	0
214.	0	0
215.	0	0
216.	0	0
217.	0	0
218.	2	1
219.	0	0
220.	0	0
221.	0	0
222.	2	1
223.	0	0
224.	0	0
225.	0	0
226.	0	0
227.	0	0
228.	0	0
229.	0	0
230.	7	6
231.	0	0
232.	0	0
233.	0	0
234.	2	1
235.	0	0
236.	0	0
237.	2	1
238.	0	0
239.	0	0
240.	0	0
241.	1	0
242.	0	0
243.	0	0
244.	2	1
245.	0	0
246.	0	0
247.	0	0
248.	0	0
249.	2	1
250.	0	0
251.	0	0
252.	1	0
253.	0	0
254.	0	0
255.	0	0
256.	0	0
257.	0	0
258.	0	0
259.	1	0
260.	0	0
261.	1	0
262.	0	0
263.	0	0
264.	0	0
265.	0	0
266.	0	0
267.	0	0
268.	1	0
269.	0	0
270.	0	0
271.	0	0
272.	2	1
273.	0	0
274.	0	0
275.	2	1
276.	0	0
277.	0	0
278.	0	0
279.	0	0
280.	2	1
281.	0	0
282.	1	0
283.	1	0
284.	1	0
285.	0	0
286.	0	0
287.	2	1
288.	0	0
289.	0	0
290.	0	0
291.	0	0
292.	1	0
293.	0	0
294.	4	3
295.	0	0
296.	0	0
297.	0	0
298.	0	0
299.	3	2
300.	0	0
301.	0	0
302.	0	0
303.	2	1
304.	0	0
305.	0	0
306.	1	0
307.	0	0
308.	0	0
309.	0	0
310.	0	0
311.	4	3
312.	0	0
313.	0	0
314.	0	0
315.	2	1
316.	0	0
317.	0	0
318.	1	0
319.	0	0
320.	1	0
321.	2	1
322.	0	0
323.	3	2
324.	0	0
325.	2	1
326.	0	0
327.	0	0
328.	0	0
329.	0	0
330.	5	4
331.	0	0
332.	0	0
333.	1	0
334.	3	2
335.	0	0
336.	0	0
337.	0	0
338.	0	0
339.	0	0
340.	0	0
341.	0	0
342.	4	3
343.	0	0
344.	0	0
345.	2	1
346.	3	2
347.	1	0
348.	0	0
349.	3	2
350.	0	0
351.	0	0
352.	0	0
353.	0	0
354.	1	0
355.	0	0
356.	0	0
357.	0	0
358.	0	0
359.	0	0
360.	0	0
361.	2	1
362.	0	0
363.	0	0
364.	0	0
365.	1	0
366.	0	0
367.	0	0
368.	1	0
369.	0	0
370.	1	0
371.	0	0
372.	0	0
373.	2	1
374.	0	0
375.	0	0
376.	2	1
377.	1	0
378.	0	0
379.	0	0
380.	2	1
381.	0	0
382.	0	0
383.	0	0
384.	0	0
385.	0	0
386.	0	0
387.	2	1
388.	0	0
389.	0	0
390.	1	0
391.	0	0
392.	1	0
393.	0	0
394.	0	0
395.	4	3
396.	2	1
397.	0	0
398.	0	0
399.	4	3
400.	0	0
401.	0	0
402.	1	0
403.	0	0
404.	3	2
405.	0	0
406.	0	0
407.	1	0
408.	0	0
409.	0	0
410.	0	0
411.	0	0
412.	0	0
413.	0	0
414.	1	0
415.	0	0
416.	1	0
417.	0	0
418.	3	2
419.	0	0
420.	0	0
421.	0	0
422.	0	0
423.	2	1
424.	0	0
425.	0	0
426.	0	0
427.	3	2
428.	0	0
429.	0	0
430.	3	2
431.	0	0
432.	0	0
433.	0	0
434.	0	0
435.	4	3
436.	0	0
437.	0	0
438.	1	0
439.	1	0
440.	1	0
441.	0	0
442.	2	1
443.	0	0
444.	0	0
445.	1	0
446.	0	0
447.	2	1
448.	0	0
449.	2	1
450.	0	0
451.	1	0
452.	0	0
453.	0	0
454.	1	0
455.	0	0
456.	0	0
457.	2	1
458.	0	0
459.	0	0
460.	0	0
461.	1	0
462.	0	0
463.	1	0
464.	1	0
465.	0	0
466.	0	0
467.	0	0
468.	0	0
469.	4	3
470.	0	0
471.	1	0
472.	0	0
473.	1	0
474.	0	0
475.	0	0
476.	0	0
477.	0	0
478.	2	1
479.	0	0
480.	2	1
481.	0	0
482.	0	0
483.	0	0
484.	0	0
485.	3	2
486.	0	0
487.	0	0
488.	1	0
489.	2	1
490.	0	0
491.	1	0
492.	1	0
493.	0	0
494.	0	0
495.	0	0
496.	0	0
497.	1	0
498.	0	0
499.	0	0
500.	2	1
501.	0	0
502.	0	0
503.	0	0
504.	2	1
505.	0	0
506.	0	0
507.	4	3
508.	0	0
509.	0	0
510.	0	0
511.	0	0
512.	0	0
513.	0	0
514.	1	0
515.	0	0
516.	2	1
517.	0	0
518.	0	0
519.	3	2
520.	1	0
521.	0	0
522.	0	0
523.	1	0
524.	0	0
525.	0	0
526.	0	0
527.	0	0
528.	4	3
529.	0	0
530.	0	0
531.	0	0
532.	1	0
533.	0	0
534.	0	0
535.	0	0
536.	0	0
537.	0	0
538.	1	0
539.	0	0
540.	0	0
541.	0	0
542.	0	0
543.	0	0
544.	0	0
545.	1	0
546.	0	0
547.	0	0
548.	0	0
